Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_MCD,Predicted_Covariance,Future_Cov_45_MCD,Beta_Predicted
2013-11-06,3.8333959556374354e-05,0.4200716821538079,5.115854561935357e-05,0.5765149327859872,1.8602629683279676e-05,2.1396354171735915e-05,0.48527806411238156
2013-11-07,4.0431492315281525e-05,0.42990674260564304,5.161836670756601e-05,0.5799831939320279,1.9639764305229857e-05,2.0436670988394647e-05,0.4857541282938694
2013-11-08,4.3778322206368926e-05,0.4202633543284401,5.182678004258007e-05,0.6578067004434137,2.0018346066188947e-05,2.1164698674435577e-05,0.4572661778088118
2013-11-11,4.088414418239951e-05,0.4186181333697538,5.211409418927456e-05,0.6462755252782054,1.9322934833439384e-05,2.0856482495511777e-05,0.47262661894627217
2013-11-12,3.99781619662566e-05,0.40710432721629175,5.32097828237913e-05,0.6913853062034638,1.8776423552607197e-05,2.259276909145778e-05,0.4696670039121698
2013-11-13,4.4902541372157916e-05,0.4373018572585791,5.31997458752693e-05,0.6911503376002862,2.13732990113692e-05,2.1840807802542218e-05,0.47599308097563137
2013-11-14,4.545126757048379e-05,0.43669375372111024,5.341689478217585e-05,0.7161479779293526,2.1517375502201243e-05,2.2327851072570896e-05,0.47341640073806657
2013-11-15,4.488960878325864e-05,0.4385980021823164,5.364968153782507e-05,0.67108428665197,2.1524007443403403e-05,2.1849882463387148e-05,0.4794875256616333
2013-11-18,4.304897041106976e-05,0.4504052974074927,5.3850634891323455e-05,0.6254085454277669,2.1686041686717174e-05,2.6868648580583196e-05,0.5037528535442221
2013-11-19,4.253689180732228e-05,0.45898303262112305,5.389814034147706e-05,0.6313243685517766,2.1976898270888584e-05,2.7396169434470347e-05,0.5166550102070573
2013-11-20,3.986505410246521e-05,0.4866533979430228,5.3664454922251785e-05,0.6231943772644618,2.2509160622883698e-05,2.741033245233058e-05,0.5646338912529346
2013-11-21,3.485111027762049e-05,0.5063074432165707,5.375483060845491e-05,0.6538362643337622,2.1914490094669472e-05,2.9118559538843584e-05,0.6288032122965614
2013-11-22,3.677714977289896e-05,0.5083658914740533,5.382479347909562e-05,0.6499902404912554,2.26181262762643e-05,3.0264143672770492e-05,0.6150048716644042
2013-11-25,4.464079349966786e-05,0.5101419088606031,5.450120938472819e-05,0.6294916759342057,2.516286139749038e-05,2.9754623665330042e-05,0.563674151483835
2013-11-26,4.5604254902161166e-05,0.5122052663288721,5.504569884591102e-05,0.6071625760657261,2.5663058654377665e-05,3.549212342101004e-05,0.5627338657200932
2013-11-27,5.098239319509307e-05,0.5374482564492618,5.5856106679794734e-05,0.6140333283183549,2.8680194868128564e-05,3.658213696913284e-05,0.5625509724186303
2013-11-29,5.306536742177139e-05,0.5500763890264998,5.566548155489769e-05,0.6126964961838276,2.9896584597863458e-05,3.650600099494637e-05,0.5633916441252725
2013-12-02,5.1303727815654587e-05,0.5516189158465652,5.553911141810228e-05,0.6401494111165933,2.9445102830743005e-05,4.079316016234591e-05,0.5739369064280405
2013-12-03,5.129816798105141e-05,0.5571508468222572,5.521327504462205e-05,0.6529119156328217,2.9651418667028324e-05,4.367604660088639e-05,0.5780210060909194
2013-12-04,4.926678581923591e-05,0.5637585808408777,5.565282910226583e-05,0.6451153502214189,2.95198334810058e-05,4.320294429720632e-05,0.5991832629251809
2013-12-05,6.186383108747796e-05,0.5898246993853652,5.5695070578639485e-05,0.6392594749934818,3.4621807715248316e-05,4.415920526495523e-05,0.5596453874040177
2013-12-06,6.149224160789946e-05,0.609479023718866,5.657859354173182e-05,0.610840362262135,3.594967754937419e-05,4.055994252812221e-05,0.5846213540011199
2013-12-09,5.694825981469449e-05,0.6236175389518814,5.7237457236965495e-05,0.6262710015961716,3.5603993733501266e-05,4.1857786715706926e-05,0.6251989762172555
2013-12-10,5.3452041059883435e-05,0.6311385607819492,5.714366771971874e-05,0.6256008211485607,3.488115987247048e-05,4.198355169795682e-05,0.6525692785686592
2013-12-11,5.2671389427449466e-05,0.6363498416805619,5.765971293089346e-05,0.6491487903808932,3.5068691835867177e-05,4.150489240805384e-05,0.665801533186654
2013-12-12,5.926873458923956e-05,0.6461036414026559,5.8720195438230656e-05,0.6364963941158072,3.811612674260501e-05,4.123796699109939e-05,0.6431068084508273
2013-12-13,5.102150798536989e-05,0.651106296814566,5.818000506238672e-05,0.634710114019378,3.5474429345279665e-05,4.150578679779429e-05,0.6952838272724464
2013-12-16,5.265033739264804e-05,0.6607337271757447,5.9403580117105e-05,0.6162566101144658,3.695160995865893e-05,3.9914802628077104e-05,0.7018304495009515
2013-12-17,5.547285481711756e-05,0.6659312913675975,6.042094824842088e-05,0.5989926996027631,3.855346790288789e-05,3.8918631968234846e-05,0.6949970040300005
2013-12-18,5.7755345996717895e-05,0.6651822790645567,6.14082376899013e-05,0.5595411525765851,3.9614126381631747e-05,3.2965124678076484e-05,0.6858954041048066
2013-12-19,6.478693026373803e-05,0.6664123886300651,5.898438725778476e-05,0.5560026670635462,4.119602371495487e-05,3.272773477322221e-05,0.6358693574035988
2013-12-20,6.101338500649426e-05,0.6700660203256018,5.977753935289703e-05,0.5362238132680902,4.046682880715355e-05,3.1840981297186324e-05,0.6632451027400998
2013-12-23,6.0371580554275465e-05,0.6691382936467908,5.887696143871594e-05,0.5445382761989875,3.9893749084815396e-05,3.209588744174045e-05,0.6608034561717326
2013-12-24,6.05937066863415e-05,0.6686599867794836,5.7929480885304125e-05,0.555374236229977,3.961584409983543e-05,3.338445126581466e-05,0.6537946969460656
2013-12-26,6.0130930524985e-05,0.6679870173943765,5.726677990354211e-05,0.5532114738960439,3.919840230827217e-05,3.530631371789539e-05,0.6518841795069984
2013-12-27,6.1029823506439453e-05,0.6629289556202381,5.420059255773574e-05,0.5535704361558051,3.812765216327011e-05,3.532848199129281e-05,0.6247380374489718
2013-12-30,6.103786899254316e-05,0.6604988199577214,5.2039593526344325e-05,0.5573268166532237,3.7225340185392805e-05,3.5603935184544067e-05,0.6098728674479205
2013-12-31,6.15980310886923e-05,0.6605038914001997,5.043210279922979e-05,0.5601036607748869,3.681394289580581e-05,3.5551588523167515e-05,0.5976480456461185
2014-01-02,6.274975633376732e-05,0.6591691552155216,4.927854161229803e-05,0.5594554707449195,3.6654881695567886e-05,3.421310455448975e-05,0.5841438092699479
2014-01-03,6.287727487442676e-05,0.6509272056173715,4.799005297453393e-05,0.4788443368135586,3.575649109857531e-05,2.9609755487381127e-05,0.5686711322967668
2014-01-06,6.194585296328845e-05,0.5968840377309191,5.066439154555001e-05,0.4712264987412955,3.343855480398413e-05,2.9013491508040853e-05,0.5398029602369206
2014-01-07,5.985294868622432e-05,0.5540731028210649,5.1261572836835545e-05,0.5021156357003614,3.069063026652931e-05,3.209678247482588e-05,0.5127672226714041
2014-01-08,5.957982003469859e-05,0.5268876923239241,5.190706140074691e-05,0.4988119346619853,2.9300893839598597e-05,3.1986472578047185e-05,0.4917922515129132
2014-01-09,5.8876921963223624e-05,0.5115042229657347,5.2221870569232724e-05,0.4847120670506701,2.8362726969019234e-05,3.192813220122854e-05,0.4817291057901343
2014-01-10,5.8643073362417135e-05,0.5002326557687111,5.246004882334944e-05,0.4678306824226834,2.7745639945179574e-05,3.124066784708357e-05,0.47312731673713837
2014-01-13,6.549653155125348e-05,0.4919898687111547,5.6027601866135805e-05,0.4691401164965451,2.9803435408903647e-05,2.962375147137787e-05,0.45503837688842114
2014-01-14,6.384952094066409e-05,0.4844768426543333,5.8509589493225005e-05,0.4778435862259096,2.961183837549977e-05,2.9316973563808366e-05,0.46377541975637226
2014-01-15,6.070372053025981e-05,0.47723812702658575,6.04482208747146e-05,0.5024175892826236,2.8909098513469003e-05,3.138118788141889e-05,0.47623272941002504
2014-01-16,6.085694586035492e-05,0.47269370330080873,6.236378392673944e-05,0.4912398517544621,2.9120653906417657e-05,3.0865568108348826e-05,0.4785099464774196
2014-01-17,6.130074788390541e-05,0.46964783239915414,6.436932994504461e-05,0.4669886757079615,2.9501541080950333e-05,2.9344310319644522e-05,0.4812590726759469
2014-01-21,6.022038567812545e-05,0.4581630442078012,6.610755670952772e-05,0.4602057316414666,2.8907955342782652e-05,2.941555462466112e-05,0.48003603791735966
2014-01-22,6.0180607898710316e-05,0.45245591180094924,6.726245300547976e-05,0.4575865558232543,2.8786635124136133e-05,2.929376085175921e-05,0.47833739354356103
2014-01-23,6.197862719476769e-05,0.45294636091774715,6.823846447111816e-05,0.4969609842728572,2.945658348273982e-05,3.1269784779858694e-05,0.47527002155392334
2014-01-24,8.312838911315208e-05,0.45334983719072863,6.729428251406283e-05,0.5187319934572747,3.390761395513858e-05,2.7481365893221713e-05,0.40789451494103257
2014-01-27,7.785643656399444e-05,0.4523203286471872,6.639275652260052e-05,0.5028179730987996,3.252023820429948e-05,2.6565481456504927e-05,0.41769492208353676
2014-01-28,5.7778264472590076e-05,0.44464526325546255,6.692677210486438e-05,0.5023208804100778,2.7650045870985553e-05,2.6336204128710324e-05,0.4785544550944879
2014-01-29,5.541992369045716e-05,0.44092560928274477,6.83465349327964e-05,0.4689977803652849,2.713666892199213e-05,2.3388052246531364e-05,0.4896554725257558
2014-01-30,5.718939038351772e-05,0.4429340023404408,6.837831001084577e-05,0.4211321256418953,2.769847991173435e-05,2.177198167009399e-05,0.4843289939967116
2014-01-31,5.786696567157789e-05,0.44381115237750607,6.844655420603325e-05,0.4610684373047494,2.7931184981950602e-05,2.485829472980904e-05,0.4826792740520239
2014-02-03,7.055814511505822e-05,0.4517471339719932,7.14559726130864e-05,0.4464372063876068,3.2076594280474246e-05,1.840932052829099e-05,0.45461220994638357
2014-02-04,5.3287933521446234e-05,0.43346047073631727,7.0218257181709e-05,0.4422008107802121,2.651483694624243e-05,1.8793336161458487e-05,0.49757675319819417
2014-02-05,5.1744253938995175e-05,0.4180630297307685,7.069557611553226e-05,0.2617379573164019,2.5285348711030357e-05,1.4091820372197242e-05,0.4886600305580012
2014-02-06,5.460185755120456e-05,0.4139299867804334,7.281360799826715e-05,0.2082662205676182,2.60997816529687e-05,1.094177966283874e-05,0.47800171685538045
2014-02-07,6.356327391387762e-05,0.41399085064282104,7.499197997225384e-05,0.1908528054968635,2.8582570427694407e-05,9.653188534086818e-06,0.44967114919884643
2014-02-10,6.2547563500994e-05,0.40664888547170625,7.691304678327696e-05,0.2120384627641795,2.8204914819511342e-05,1.0913448226859183e-05,0.4509354679988951
2014-02-11,5.609995653519849e-05,0.3635957144090019,7.595478941033982e-05,0.1900175681977787,2.3734364079528282e-05,9.737332797924652e-06,0.4230727712709859
2014-02-12,5.280573476410588e-05,0.3295041723590182,7.270118244884693e-05,0.1870734763454156,2.0416072556355925e-05,9.589999521353972e-06,0.3866260482418952
2014-02-13,5.31879934714369e-05,0.3341197601828898,7.142014126415813e-05,0.1688309482066698,2.0592985648729703e-05,8.606012317798911e-06,0.38717357630324184
2014-02-14,5.362200748552388e-05,0.33399465386018695,7.130543633548807e-05,0.1559502364431835,2.0652487625945978e-05,7.918190542558087e-06,0.38514946743688117
2014-02-18,5.088126402858046e-05,0.32354890040881396,7.149908057114005e-05,0.1581579179934338,1.9515024581597407e-05,8.055677363643328e-06,0.38354048300835536
2014-02-19,5.093399391722896e-05,0.2764612133249594,7.011873616836637e-05,0.147403629806154,1.652171459316877e-05,7.3458903960314916e-06,0.3243750062093624
2014-02-20,5.128532994270177e-05,0.2451784059207169,7.000875748326749e-05,0.111651128060594,1.4691122461684577e-05,5.678364698655007e-06,0.2864585735940111
2014-02-21,5.0142924359823583e-05,0.22154859961558135,6.94235248066303e-05,0.1089057304722204,1.3071552412594953e-05,5.553276823056925e-06,0.26068588099876316
2014-02-24,5.289213529725008e-05,0.20762854779155748,6.852091431930129e-05,0.1312930363142568,1.2499544619970734e-05,6.670442976218721e-06,0.23632142188482602
2014-02-25,4.99909412374215e-05,0.19278441713707586,6.717722720937391e-05,0.1283341990061421,1.1171940670021159e-05,6.538206735541257e-06,0.22347930231924154
2014-02-26,4.8822079787728685e-05,0.17631252167708347,6.8753903941876e-05,0.127724777922618,1.0215037763174914e-05,6.507107292040464e-06,0.20922987729298742
2014-02-27,4.902946505121921e-05,0.1742106991344457,6.937485376778552e-05,0.1478242554669062,1.0160251104142131e-05,7.460911896156555e-06,0.207227451768607
2014-02-28,4.913560627678946e-05,0.22551571592108594,7.098419236774304e-05,0.1454854253063754,1.3318514719333807e-05,7.334914094284127e-06,0.2710562813514152
2014-03-03,5.060228536900576e-05,0.2483205333925122,7.27452338120491e-05,0.1238569440692298,1.506606962908387e-05,6.321638407568015e-06,0.29773496432459434
2014-03-04,5.593664385448813e-05,0.2670103669028246,7.336436427558634e-05,0.120425462788733,1.710483564816769e-05,5.713210654976942e-06,0.3057894515921206
2014-03-05,4.9068183379191435e-05,0.22577691995632704,7.320170764554232e-05,0.1217751067183358,1.3531319233655333e-05,5.778415018226529e-06,0.27576564490043093
2014-03-06,4.928243059442446e-05,0.20224344738935832,7.319394386640886e-05,0.123086904881812,1.2146694068925206e-05,5.832388008675351e-06,0.2464710835568937
2014-03-07,4.8971813978785636e-05,0.19046008646989093,7.267338633005539e-05,0.1080410828584088,1.1362261268039154e-05,5.3447930388323975e-06,0.23201634460510762
2014-03-10,4.912023117884392e-05,0.17791189227621204,7.231067916676511e-05,0.1079840537748671,1.060318649795093e-05,5.3419699883013835e-06,0.21586190136901717
2014-03-11,5.148937537691702e-05,0.1729076251009492,8.800572666339499e-05,0.2067464179899246,1.1639341860470355e-05,1.0217947645110983e-05,0.2260532736174605
2014-03-12,4.8906113932888686e-05,0.18205467924976546,7.975803007670979e-05,0.2234887462816666,1.137026621164601e-05,1.145071284173381e-05,0.2324917131475389
2014-03-13,5.192240840939531e-05,0.19529170209433522,7.588002802524822e-05,0.165004942488706,1.2258150422083972e-05,8.002646064048851e-06,0.2360859366428363
2014-03-14,5.053194068255615e-05,0.20403373165351665,6.951714510664346e-05,0.1492089865146393,1.2092912922868524e-05,7.237057865564298e-06,0.23931225991965616
2014-03-17,5.312543808337814e-05,0.20689092252371435,6.539030040896152e-05,0.1748159731298023,1.2194089116076035e-05,8.354384289548794e-06,0.22953390232637566
2014-03-18,5.3640183376897774e-05,0.20465367999568201,6.33246905836001e-05,0.2214991493188619,1.1927549387999833e-05,1.0682930275029905e-05,0.22236220380143024
2014-03-19,4.9711758607667365e-05,0.19951770750049358,6.025311837560642e-05,0.1849504684568112,1.0919450247049442e-05,8.808016536595507e-06,0.21965527981472907
2014-03-20,4.924048797705463e-05,0.1969167037770096,6.0215532038721875e-05,0.1661024993641742,1.0722547911974733e-05,7.847994044188218e-06,0.2177587662610348
2014-03-21,5.1299807125194504e-05,0.20187893666053786,6.196455115714418e-05,0.1192210055826017,1.1382051040680007e-05,5.512823637057372e-06,0.22187317416033758
2014-03-24,5.150721281894852e-05,0.2173466641699834,6.0107720953490076e-05,0.143091714030805,1.2093503502106683e-05,6.5477712064573175e-06,0.2347924269289468
2014-03-25,5.187847468728203e-05,0.253900346018896,5.6574327037787805e-05,0.1490709586933022,1.3755189895741047e-05,6.83359212441074e-06,0.26514252739032673
2014-03-26,4.894688218699071e-05,0.24305469256036538,5.356836487868508e-05,0.1456908010463207,1.2445739942106297e-05,6.467380940868818e-06,0.2542703311430564
2014-03-27,4.819111839496585e-05,0.23175156042352285,5.12170567142081e-05,0.1500081818263958,1.1513662061820378e-05,6.627336855424679e-06,0.2389166810252555
2014-03-28,4.77393720640184e-05,0.22101287748775042,5.003880295007817e-05,0.1352899164581247,1.0802129661044775e-05,5.934043600221805e-06,0.22627297331349774
2014-03-31,4.471229395078723e-05,0.2308142582665843,4.7913266301381046e-05,0.1168290213390186,1.0683264927459506e-05,4.984096845054616e-06,0.23893350091180932
2014-04-01,4.637295349124256e-05,0.24132318659637608,4.635096891928201e-05,0.1214302099238642,1.1188215900438505e-05,5.176916844778491e-06,0.24126597635303468
2014-04-02,4.141854620280984e-05,0.22642630451582077,4.518978256539783e-05,0.1142776531875104,9.795901958909701e-06,4.896117829955141e-06,0.23651003854512756
2014-04-03,4.131197301210188e-05,0.22181716871617627,4.282348100908377e-05,0.1133827373119216,9.329838144559787e-06,4.846578027203302e-06,0.22583859990968516
2014-04-04,4.5815215175484866e-05,0.23485482521245302,4.374383850734553e-05,0.1374100469704247,1.0513874712885187e-05,5.3617563512403285e-06,0.22948434646905305
2014-04-07,4.72141155464609e-05,0.25118265528256595,4.5802451217770605e-05,0.0902685385008689,1.1680728694531597e-05,3.2576311137857044e-06,0.24739907884194534
2014-04-08,4.530353492960697e-05,0.26584240681625226,4.6399590828939186e-05,0.1039019220753339,1.2188419147140382e-05,3.887975897833886e-06,0.2690390311943396
2014-04-09,4.691297863661334e-05,0.3200924354395613,4.7052835711772784e-05,0.1048231362735055,1.5038856523732678e-05,3.7051098664847306e-06,0.32056921049979054
2014-04-10,5.810324280314903e-05,0.3069284029385913,4.8316037048813734e-05,0.3746455657036219,1.6262335560778872e-05,8.999762372389622e-06,0.27988688369554304
2014-04-11,5.691804938589508e-05,0.2947969892362696,4.7103821834389834e-05,0.3989643424251411,1.5264272856303217e-05,8.607098789017821e-06,0.26817983084441177
2014-04-14,5.793906540801691e-05,0.2931111399787608,4.731992313186273e-05,0.3520095754108196,1.534758624397686e-05,7.540295936026309e-06,0.26489185035858803
2014-04-15,5.375893588153699e-05,0.32201764536107613,4.6704338850128626e-05,0.3204490845214128,1.61355441550644e-05,6.655474127477301e-06,0.30014627132167626
2014-04-16,3.1303883437837385e-05,0.27213346672878236,4.497382987973789e-05,0.3488773945465299,1.0210828913627291e-05,6.717540681991395e-06,0.3261840957817182
2014-04-17,3.0074876652121772e-05,0.25060770551367656,4.387329693563086e-05,0.3508931724233138,9.103250284718936e-06,6.771922474744114e-06,0.302686205167751
2014-04-21,3.398061258211898e-05,0.25201719222334573,4.293975880041437e-05,0.3881753500722745,9.626658614058106e-06,7.874272437865939e-06,0.28329856004784837
2014-04-22,3.465237531876505e-05,0.2533872237053062,4.208280095221587e-05,0.4082142516407975,9.676171047287027e-06,8.279111710927218e-06,0.2792354335965869
2014-04-23,3.661275306357103e-05,0.2652200080710883,4.1370277802109365e-05,0.4056947559810384,1.0322067524329993e-05,8.154745907493012e-06,0.2819254675114898
2014-04-24,2.8915216768426475e-05,0.2658805341730151,4.0609304961699906e-05,0.3963845497451428,9.110926583821784e-06,7.966028894828995e-06,0.31509106975709483
2014-04-25,3.367547480592454e-05,0.23920339311645852,4.0397233571766854e-05,0.5517269997996049,8.822669534441611e-06,1.0045407988513829e-05,0.26199094698107817
2014-04-28,3.364553762091845e-05,0.23816819710678555,3.968432600069927e-05,0.5609671894362874,8.70276005301848e-06,1.0553205655191394e-05,0.25866015728658504
2014-04-29,3.9441733334885286e-05,0.26250240511248063,4.018125124057953e-05,0.5189625395942589,1.0450161720563156e-05,9.61568745056999e-06,0.26495188818997045
2014-04-30,4.001418281063408e-05,0.26122266916869313,3.963286251460582e-05,0.5356248150089222,1.0402687661671995e-05,1.0057061358851535e-05,0.25997501213263313
2014-05-01,2.1991126094734782e-05,0.31489734386128254,3.78957058449785e-05,0.5610665662290643,9.090499182666746e-06,1.0789639634182344e-05,0.41337124545173864
2014-05-02,2.5114593555483047e-05,0.373480808250104,3.669679197165345e-05,0.5477367052209765,1.133823403248964e-05,1.1152461041632224e-05,0.451459985105523
2014-05-05,2.3421323104644024e-05,0.3911843103877326,3.640252439750814e-05,0.5818571701401117,1.1422282347109626e-05,1.1997518880384725e-05,0.48768732219251926
2014-05-06,2.3724080850696792e-05,0.3852658929494139,3.544603820343073e-05,0.6385268215363885,1.1172210544662614e-05,1.2138636839224695e-05,0.4709227984415033
2014-05-07,2.503936026433856e-05,0.37120658981559906,3.624026676075888e-05,0.595727573880933,1.1182090033690571e-05,1.1012748498117854e-05,0.4465805002860347
2014-05-08,2.245244272166245e-05,0.3925963818287728,3.643147806166709e-05,0.594886202573093,1.1228364102487274e-05,1.1144055663434112e-05,0.50009543467865
2014-05-09,2.6257615904936162e-05,0.4088581500721438,3.690246363740611e-05,0.5881781119536539,1.272705688879126e-05,1.1134993334420083e-05,0.4846996366642222
2014-05-12,2.5472098693136958e-05,0.39545144626775064,3.697493514294439e-05,0.606323325610281,1.213610270222743e-05,1.0545039492498945e-05,0.4764469095550931
2014-05-13,2.7268227179962204e-05,0.3992282634014186,3.6962008132639205e-05,0.6150853613552457,1.2674402957448014e-05,1.2788454913312207e-05,0.4648048028132052
2014-05-14,2.54765910501542e-05,0.571302663139849,2.9950394395765744e-05,0.6277217431301445,1.5781132975138164e-05,1.3851492850897294e-05,0.6194366013910895
2014-05-15,2.174205444419079e-05,0.5876732490865157,3.0716859348959975e-05,0.6900996316575656,1.518709172942168e-05,1.3829667088119164e-05,0.6985122665571967
2014-05-16,2.0552751262807784e-05,0.534149022155166,3.089831571157573e-05,0.6239254766373835,1.3460612559399013e-05,1.2572556730079583e-05,0.6549299598520082
2014-05-19,2.1296152341554682e-05,0.5111735859971922,3.237996440567201e-05,0.6426191112548424,1.3423233974651225e-05,1.2873783457107609e-05,0.6303126386102518
2014-05-20,2.0908636850371392e-05,0.5457029073430125,3.3430790576802404e-05,0.6467996536258769,1.4427545443528906e-05,1.2143285058717725e-05,0.6900280274977675
2014-05-21,2.119414789263069e-05,0.5949043012078699,3.3640462798349803e-05,0.5194029258161202,1.588495797123254e-05,9.53039114399331e-06,0.7494973636923531
2014-05-22,2.007249814887391e-05,0.5542939809673642,3.382807786400554e-05,0.5182918093644825,1.4443735827965566e-05,9.488427663859734e-06,0.7195783863492784
2014-05-23,2.2049522594442057e-05,0.5229928734727771,3.490501934884215e-05,0.507467137559969,1.4509061045166426e-05,9.482395678048066e-06,0.6580215504903345
2014-05-27,2.174082787467674e-05,0.4452077830612044,3.544002515945231e-05,0.4904713421823057,1.2357988809370931e-05,8.838570284373455e-06,0.5684231014847994
2014-05-28,2.1661197917021908e-05,0.46252319875253567,3.697264373258854e-05,0.535288738495834,1.3089257416559563e-05,1.4671849541392612e-05,0.6042720936626362
2014-05-29,2.1856321025887475e-05,0.48788014017019543,3.791363291266009e-05,0.5371039090712422,1.404427648945857e-05,1.4532293604177453e-05,0.6425727583715477
2014-05-30,2.8179051435749515e-05,0.4717498612001495,3.7904515789654804e-05,0.5157613983690723,1.541773023458862e-05,1.4020003015145397e-05,0.5471344651093836
2014-06-02,2.8496658002674943e-05,0.47870109748695655,3.856302281933409e-05,0.5057983352854029,1.586890364030384e-05,1.375728053513347e-05,0.556868936659669
2014-06-03,3.418588872187905e-05,0.4630809576081143,3.904581789843413e-05,0.5187186635391113,1.691872464470733e-05,1.4630730417578145e-05,0.49490375348584414
2014-06-04,2.793146765100254e-05,0.43471540881518017,3.9851612372323106e-05,0.4898612235174742,1.4503568188919605e-05,1.4007690404058115e-05,0.5192554995726847
2014-06-05,4.136471088316827e-05,0.4463033168718958,4.064712094974436e-05,0.4943414047794836,1.8300375709944053e-05,1.3681635330980891e-05,0.4424151727213127
2014-06-06,3.9833023701562004e-05,0.43887247705605337,4.053382678974558e-05,0.5310119676009712,1.7634728869689912e-05,1.5256425434509469e-05,0.442716299967918
2014-06-09,5.1073182956276414e-05,0.4390795241984689,4.098057242016184e-05,0.5383699505623529,2.0087628011559754e-05,1.576702486861013e-05,0.3933106739941528
2014-06-10,4.95066057749403e-05,0.46953619093811105,4.138912741291047e-05,0.5333088473310383,2.1254152068910317e-05,1.568876296771944e-05,0.4293195167839387
2014-06-11,4.7157992518462575e-05,0.3927437061701056,4.148196071333241e-05,0.5373550651453817,1.7370668270773023e-05,1.5707009743187672e-05,0.36835046071930067
2014-06-12,4.667919578081926e-05,0.42812573780042656,4.154896201292443e-05,0.5272135298030811,1.8854417046154927e-05,1.4769171170061617e-05,0.4039147789667428
2014-06-13,3.72024477228719e-05,0.44055639679505754,4.0759871489688744e-05,0.5085809177988944,1.715551153098202e-05,1.4408949053678142e-05,0.46113932230418503
2014-06-16,2.938646502467408e-05,0.6394882592085788,4.026196613457139e-05,0.5071447218888818,2.199650786892821e-05,1.4367697382751658e-05,0.7485251407564347
2014-06-17,3.191330809025626e-05,0.6387851218220771,4.072257147677468e-05,0.4974068565504854,2.302811034667108e-05,1.4046719622568726e-05,0.7215833056712162
2014-06-18,3.560112133469648e-05,0.6206361741807724,4.289177207715993e-05,0.506152740982154,2.4252466786734592e-05,1.3765129997614308e-05,0.6812276096230259
2014-06-19,3.687128606172102e-05,0.601427645625946,4.5164845932554606e-05,0.4935365578564452,2.4543008445221385e-05,1.3483955822201785e-05,0.665640151638253
2014-06-20,3.6786047916274955e-05,0.5777608353118221,4.407173929010435e-05,0.5088621427242142,2.3263216378463453e-05,1.3796405572069826e-05,0.6323923796166018
2014-06-23,3.78482539714106e-05,0.5643971311904283,4.309564382106889e-05,0.5051932089715822,2.2794202849230928e-05,1.3701731660349567e-05,0.6022524279838368
2014-06-24,3.933090292313687e-05,0.5900426605653217,4.335068205232524e-05,0.5079059457202058,2.4363985835552508e-05,1.3326699805588672e-05,0.6194616452911409
2014-06-25,4.004889359785303e-05,0.5993949186407578,4.328336744418733e-05,0.5054097193358034,2.4955647293693994e-05,1.3258937324054782e-05,0.62312950625512
2014-06-26,4.4267929857314866e-05,0.5977230144856722,4.522307615848563e-05,0.5140012932288426,2.67438935467329e-05,1.3579112999712286e-05,0.604136982075608
2014-06-27,3.536085878696092e-05,0.5627170458002715,4.475084575071382e-05,0.5668886372391502,2.2384742179948268e-05,1.5533056638591192e-05,0.6330372889077709
2014-06-30,3.524942345217237e-05,0.5548101778599221,4.493778611794566e-05,0.6220951523637333,2.208138271050776e-05,1.719855872708164e-05,0.626432450461737
2014-07-01,3.707778978776346e-05,0.5357770270431161,4.50525487388942e-05,0.6202759360358825,2.189781032142911e-05,1.6592756041745766e-05,0.5905910370271289
2014-07-02,3.729144432547138e-05,0.5222139061739753,4.5535501003381465e-05,0.5746551705299737,2.151929773283179e-05,1.5843817471991097e-05,0.5770572344963679
2014-07-03,3.7850371933542936e-05,0.5138377186940506,4.67197815394228e-05,0.5585385671245643,2.1607845118704068e-05,1.5110366014129347e-05,0.570875370964459
2014-07-07,3.637233936281704e-05,0.4911393658470324,4.8539233427053156e-05,0.5482908595569937,2.0636536931870544e-05,1.534943542472849e-05,0.5673689758038221
2014-07-08,3.904012916123487e-05,0.48757106554230073,5.065537247884448e-05,0.5722894463352873,2.168234769347835e-05,1.543604754835734e-05,0.5553861669855326
2014-07-09,3.921043801203444e-05,0.48400787344918506,5.276994430939333e-05,0.5346387032746514,2.201641440948353e-05,1.4511853642236048e-05,0.561493712534562
2014-07-10,3.784415060760939e-05,0.48927154903116327,5.4131964331852267e-05,0.4613122349193441,2.2145028166159345e-05,1.2695518559432652e-05,0.5851638314140576
2014-07-11,4.137743263306523e-05,0.49047888622707325,5.529503246413815e-05,0.458515747499197,2.34609257884186e-05,1.3282588427503601e-05,0.566998102479434
2014-07-14,3.5819786180035966e-05,0.4506153165856003,5.39146221578751e-05,0.4587585412437416,1.9802532147012227e-05,1.3388249407361694e-05,0.5528378100159933
2014-07-15,3.740515266448331e-05,0.4218241580851428,5.261244119469198e-05,0.538435198260307,1.8712912671634546e-05,1.639837586670555e-05,0.5002763346399254
2014-07-16,4.331224214055195e-05,0.41534297148154403,5.272820625359574e-05,0.5540240885292921,1.9848774489705903e-05,2.0010057567860655e-05,0.45827169199172196
2014-07-17,4.7474517764657056e-05,0.42405467062489494,5.339327509324506e-05,0.5527270631431995,2.134987872446902e-05,1.913425638855435e-05,0.44971238739708025
2014-07-18,4.82618636397603e-05,0.4225825437653604,5.5488756488941044e-05,0.5196650249365774,2.1868353889080585e-05,1.6816241299366396e-05,0.4531187202448695
