Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_SHY,Predicted_Covariance,Future_Cov_45_SHY,Beta_Predicted
2013-10-25,3.967999624918889e-05,-0.0068095516010941185,1.3152581969172386e-07,-0.007445714343359,-1.5556426269378378e-08,-2.3454124945002377e-07,-0.00039204707005728037
2013-10-28,4.081308187982178e-05,-0.010539491573964076,1.2992374199274988e-07,-0.0105181289884578,-2.4269655763091457e-08,-3.579964887213805e-07,-0.0005946538375748221
2013-10-29,4.2024721372673885e-05,-0.010075511363105293,1.2626865218902028e-07,-0.0105219290792383,-2.3209580499407045e-08,-3.5338807922637515e-07,-0.0005522839828867687
2013-10-30,3.243679795796633e-05,-0.04986761267759842,1.2148724708888727e-07,-0.0109162940277602,-9.89926410375425e-08,-3.617710441195665e-07,-0.0030518623066870987
2013-10-31,3.3498134377451295e-05,-0.07798277535697602,1.1455845925426675e-07,-0.0103464198330829,-1.5276454806334592e-07,-3.4621296047734734e-07,-0.004560389732216753
2013-11-01,3.528785039280735e-05,-0.09724899639875381,1.1903768135595831e-07,-0.0093618479847547,-1.9931498872912426e-07,-3.129212678526084e-07,-0.0056482609881431094
2013-11-04,3.477448195487655e-05,-0.1200400289050724,1.1876473371558713e-07,-0.009940595845668,-2.4394963657384774e-07,-3.3070112940118687e-07,-0.0070151911073872315
2013-11-05,3.766596277267884e-05,-0.13197060059057666,1.1286242661815859e-07,-0.0087394516935991,-2.720986715111938e-07,-2.880935552613286e-07,-0.007223993533720627
2013-11-06,3.8333959556374354e-05,-0.11456118420632398,1.0273213731930926e-07,-0.0106268600175297,-2.2734347615170117e-07,-3.9439752162132497e-07,-0.005930602494046233
2013-11-07,4.0431492315281525e-05,-0.11649030216386992,9.246504141674216e-08,-0.0103397610721314,-2.2523632967469252e-07,-3.643386521204709e-07,-0.0055708141544298624
2013-11-08,4.3778322206368926e-05,-0.1359233577834015,9.773981373548269e-08,-0.0063270913484724,-2.8116380031740255e-07,-2.0357193349617023e-07,-0.006422443486801751
2013-11-11,4.088414418239951e-05,-0.13753624678816548,1.0345497810413649e-07,-0.0065724827602648,-2.8285920793142095e-07,-2.1210593048910741e-07,-0.006918555190234137
2013-11-12,3.99781619662566e-05,-0.1300949496706111,1.095486920478381e-07,-0.0069896535308564,-2.722547385669204e-07,-2.28404663557327e-07,-0.006810086436607964
2013-11-13,4.4902541372157916e-05,-0.12794469169363393,1.1362050330696259e-07,-0.0074673627034092,-2.8899217749799534e-07,-2.3597360042281103e-07,-0.006435987110457553
2013-11-14,4.545126757048379e-05,-0.12048652460272619,1.2405484937938856e-07,-0.0095128681873827,-2.8610032433711785e-07,-2.9658940708727997e-07,-0.006294661065138531
2013-11-15,4.488960878325864e-05,-0.12187612996111609,1.2795180543160983e-07,-0.015120953922014,-2.9208871266087067e-07,-4.923242467478282e-07,-0.0065068224156545505
2013-11-18,4.304897041106976e-05,-0.1304808682683594,1.2633683147092816e-07,-0.0148149271487697,-3.042938764608953e-07,-6.364752675947115e-07,-0.007068551780802826
2013-11-19,4.253689180732228e-05,-0.1297535938829518,1.315991940614845e-07,-0.014780402494042,-3.0699329256108236e-07,-6.413920184409316e-07,-0.007217106834031458
2013-11-20,3.986505410246521e-05,-0.1761592254174316,9.915538839225395e-08,-0.0143124877009531,-3.502351505694068e-07,-6.295147395665039e-07,-0.008785518004545958
2013-11-21,3.485111027762049e-05,-0.18047665086188586,1.0236119509210626e-07,-0.0197009166833755,-3.408764561095173e-07,-8.773791646431952e-07,-0.009780935338763362
2013-11-22,3.677714977289896e-05,-0.17090990614819007,1.0793853572135535e-07,-0.0188297145369107,-3.4052149466589183e-07,-8.767288346230259e-07,-0.009259050708622932
2013-11-25,4.464079349966786e-05,-0.1477621050172042,1.0974820259218918e-07,-0.0198406420518341,-3.2706022441965505e-07,-9.378215155182793e-07,-0.00732648769834453
2013-11-26,4.5604254902161166e-05,-0.1274694978708106,1.1221895155036485e-07,-0.0160935036427677,-2.883646769528182e-07,-9.407572865684515e-07,-0.006323196762483509
2013-11-27,5.098239319509307e-05,-0.17031148002508215,1.164067358042546e-07,-0.0154402420920545,-4.1489966835791653e-07,-9.198801188771703e-07,-0.008138097142090411
2013-11-29,5.306536742177139e-05,-0.20282653178897814,1.1579777068024494e-07,-0.0153516095923956,-5.027828455865395e-07,-9.146875794860154e-07,-0.009474783083858575
2013-12-02,5.1303727815654587e-05,-0.20403783098875428,1.329779648580176e-07,-0.0143674796456992,-5.329359295973107e-07,-9.155595367866943e-07,-0.010387859757721017
2013-12-03,5.129816798105141e-05,-0.2057383083936718,1.364527918613675e-07,-0.0123929464361254,-5.443237768125944e-07,-8.290167373370995e-07,-0.01061097887576916
2013-12-04,4.926678581923591e-05,-0.18803257901784737,1.3413970845830894e-07,-0.0125405144046083,-4.833802440947073e-07,-8.398298770825794e-07,-0.009811483255032533
2013-12-05,6.186383108747796e-05,-0.20974269404059234,1.3715843324301674e-07,-0.0128294144162198,-6.109652443340211e-07,-8.86239104458681e-07,-0.009875968455139668
2013-12-06,6.149224160789946e-05,-0.2305027915501324,1.4435284057271548e-07,-0.0118483245045256,-6.867505548632483e-07,-7.867315106329088e-07,-0.011168084573046796
2013-12-09,5.694825981469449e-05,-0.22220506886873476,1.4318672908188375e-07,-0.0108202739885813,-6.345203786460102e-07,-7.231896729453508e-07,-0.011142050357828202
2013-12-10,5.3452041059883435e-05,-0.22952332471638162,1.4752186545231083e-07,-0.0103291738609865,-6.445211459615181e-07,-6.931822819440897e-07,-0.01205793330210623
2013-12-11,5.2671389427449466e-05,-0.2548521579655874,1.3044056525036391e-07,-0.0122985577525026,-6.680085771627904e-07,-7.863379303106697e-07,-0.012682569881375876
2013-12-12,5.926873458923956e-05,-0.24907094927301374,1.3458085111080768e-07,-0.0117003288920197,-7.034407751511822e-07,-7.580526474220078e-07,-0.011868665326269581
2013-12-13,5.102150798536989e-05,-0.24595670642335787,1.3822451658579512e-07,-0.011349142283635,-6.531724431709916e-07,-7.421578285231809e-07,-0.012801903921739924
2013-12-16,5.265033739264804e-05,-0.2517474742355961,1.401331091302497e-07,-0.0114889266043863,-6.838109960136121e-07,-7.441352032512938e-07,-0.01298777994363048
2013-12-17,5.547285481711756e-05,-0.2527182671111276,1.384482343302569e-07,-0.011183567260877,-7.003588227170917e-07,-7.266351302890077e-07,-0.012625252928230008
2013-12-18,5.7755345996717895e-05,-0.24851411491117842,1.3538582358566212e-07,-0.0122112805557356,-6.949183040292237e-07,-7.194223054820748e-07,-0.01203210355745621
2013-12-19,6.478693026373803e-05,-0.25241311356954665,1.458182445306231e-07,-0.012649052679344,-7.758210306353801e-07,-7.445554954050627e-07,-0.011974962040601818
2013-12-20,6.101338500649426e-05,-0.25630383132464296,1.4636698983968765e-07,-0.0128334609357375,-7.659302621478192e-07,-7.620511799774056e-07,-0.012553479241748244
2013-12-23,6.0371580554275465e-05,-0.2560528644576238,1.4647289656746155e-07,-0.0126635978753053,-7.614204673088871e-07,-7.464110968476408e-07,-0.012612233443587787
2013-12-24,6.05937066863415e-05,-0.25557030726679253,1.5016173970927974e-07,-0.012988634439337,-7.709102158916634e-07,-7.807680031990399e-07,-0.012722611935299137
2013-12-26,6.0130930524985e-05,-0.2702006144629321,1.3218759011874075e-07,-0.0158186361128802,-7.617818782602878e-07,-1.0095555778285589e-06,-0.012668719269923152
2013-12-27,6.1029823506439453e-05,-0.2745152778113105,1.411813332705477e-07,-0.0156916608411151,-8.057980573685605e-07,-1.0014309313344795e-06,-0.013203348970582196
2013-12-30,6.103786899254316e-05,-0.27156430962211525,1.447162830457197e-07,-0.0160308973087443,-8.071069243095173e-07,-1.0241083179130103e-06,-0.013223052141746945
2013-12-31,6.15980310886923e-05,-0.2698923754074049,1.4450766869991563e-07,-0.015729326864156,-8.052291315605563e-07,-9.983911828877774e-07,-0.013072319314900539
2014-01-02,6.274975633376732e-05,-0.27381196361835497,1.5110003683659268e-07,-0.0146235210650529,-8.431225921682799e-07,-8.942911121902183e-07,-0.013436268783000405
2014-01-03,6.287727487442676e-05,-0.266636913753188,1.5414356276745942e-07,-0.0145416739819979,-8.300988757919463e-07,-8.991970414631094e-07,-0.01320189014949758
2014-01-06,6.194585296328845e-05,-0.2702265146654055,1.5735898214770787e-07,-0.0145136874377619,-8.436840666928461e-07,-8.936100757291994e-07,-0.013619702148469026
2014-01-07,5.985294868622432e-05,-0.26511378939578667,1.589456997823233e-07,-0.0162645292671554,-8.177103300859201e-07,-1.0396789520707004e-06,-0.013661989058763336
2014-01-08,5.957982003469859e-05,-0.25619556560314843,1.770542661219492e-07,-0.0159021192311698,-8.320978497354895e-07,-1.0197284093959718e-06,-0.013966102100524732
2014-01-09,5.8876921963223624e-05,-0.25663873046574354,1.769396039397655e-07,-0.0167152953724048,-8.283374035255335e-07,-1.101041621843662e-06,-0.01406896583423534
2014-01-10,5.8643073362417135e-05,-0.24976063169499751,2.0756649584880834e-07,-0.0167457408587365,-8.713867908691839e-07,-1.1182424489815756e-06,-0.014859159674049991
2014-01-13,6.549653155125348e-05,-0.266631010480445,1.9964457654654066e-07,-0.0130277622316958,-9.641587967360702e-07,-8.226352362743695e-07,-0.014720761144146693
2014-01-14,6.384952094066409e-05,-0.26976697350387424,1.9123907243943776e-07,-0.0123035488557323,-9.426618156632758e-07,-7.54855410728411e-07,-0.014763804047007643
2014-01-15,6.070372053025981e-05,-0.2530874220737648,1.7385689112539586e-07,-0.0118441556594276,-8.221937511804388e-07,-7.397903297453047e-07,-0.013544371646390087
2014-01-16,6.085694586035492e-05,-0.25540061071359194,1.6915182044039272e-07,-0.0109233977722851,-8.194365780202528e-07,-6.863386118020851e-07,-0.013464963882685943
2014-01-17,6.130074788390541e-05,-0.25399009171238063,1.6573973702925837e-07,-0.0106732147082944,-8.09585990189624e-07,-6.706760587578385e-07,-0.013206788141033135
2014-01-21,6.022038567812545e-05,-0.24510275815480614,1.7192472888934533e-07,-0.0122781609219023,-7.886587730965237e-07,-7.847988159563904e-07,-0.013096209268931954
2014-01-22,6.0180607898710316e-05,-0.2482578367415592,1.7064390924677287e-07,-0.0120623270125881,-7.955667937456817e-07,-7.722056479275744e-07,-0.013219653664594022
2014-01-23,6.197862719476769e-05,-0.27146446134972085,2.0227993693703019e-07,-0.0093942565178783,-9.611924774189829e-07,-5.911055168860694e-07,-0.015508450588917335
2014-01-24,8.312838911315208e-05,-0.25730477348960856,1.9741831243189699e-07,-0.0057636023489108,-1.0423564141890595e-06,-3.053439290640118e-07,-0.012539114799520926
2014-01-27,7.785643656399444e-05,-0.25217822942439444,1.9082301871415277e-07,-0.0079817932875473,-9.72008881780783e-07,-4.2170366397845574e-07,-0.01248463100390982
2014-01-28,5.7778264472590076e-05,-0.22559936384821955,1.882781106711358e-07,-0.0083993295908773,-7.440806876492628e-07,-4.403688305154004e-07,-0.012878211113493267
2014-01-29,5.541992369045716e-05,-0.2304735520427068,1.941459774507769e-07,-0.0054447299412615,-7.559938373778613e-07,-2.7151861621879173e-07,-0.013641192319217087
2014-01-30,5.718939038351772e-05,-0.21946419630825778,1.9131152556925168e-07,-0.0097917643479807,-7.259253789929985e-07,-5.062214467185601e-07,-0.01269335752881559
2014-01-31,5.786696567157789e-05,-0.22070400374827565,1.9375651195360735e-07,-0.0084035163881587,-7.390157948224046e-07,-4.530717573398932e-07,-0.01277094428998861
2014-02-03,7.055814511505822e-05,-0.21395329671720442,1.892506122399265e-07,-0.0103078527992372,-7.81827976482112e-07,-4.250554465992164e-07,-0.011080619752789641
2014-02-04,5.3287933521446234e-05,-0.19783283012365543,1.912365601060781e-07,-0.0079587892430337,-6.315362222508878e-07,-3.382449738584174e-07,-0.011851392623373546
2014-02-05,5.1744253938995175e-05,-0.1927894184956085,1.9802224970583626e-07,-0.0124140800188264,-6.171223186519036e-07,-6.683668945268976e-07,-0.011926393206470251
2014-02-06,5.460185755120456e-05,-0.18808256886700575,1.7783202540770545e-07,-0.0128040463472904,-5.860804625644201e-07,-6.726921607497754e-07,-0.010733709233514726
2014-02-07,6.356327391387762e-05,-0.1827758483319719,1.719307922354484e-07,-0.0149575268585998,-6.042251100883933e-07,-7.565402373511224e-07,-0.009505884025216552
2014-02-10,6.2547563500994e-05,-0.1866386941069216,1.6807736212395768e-07,-0.0145489542789498,-6.051478535039791e-07,-7.488229126375079e-07,-0.009675002823960714
2014-02-11,5.609995653519849e-05,-0.19659114355775137,1.759846999493963e-07,-0.015080930153795,-6.177072054704643e-07,-7.728129414692339e-07,-0.011010832157827069
2014-02-12,5.280573476410588e-05,-0.21266033562300166,1.7726139016989456e-07,-0.0151745121877102,-6.506300465104972e-07,-7.77895228440726e-07,-0.012321200517652032
2014-02-13,5.31879934714369e-05,-0.22180676962089713,1.8547264650822098e-07,-0.0164895704553475,-6.966610575310495e-07,-8.405416658574693e-07,-0.01309808872382395
2014-02-14,5.362200748552388e-05,-0.22882095968134558,1.8076567124009947e-07,-0.0174223496045192,-7.124023055083953e-07,-8.845993889717583e-07,-0.013285632875656877
2014-02-18,5.088126402858046e-05,-0.2283341412132666,1.7951495485694212e-07,-0.0181056476182188,-6.900810734863697e-07,-9.222001498416271e-07,-0.01356257724058791
2014-02-19,5.093399391722896e-05,-0.2349378945749237,1.8479623368018157e-07,-0.0197572128993602,-7.207812760555068e-07,-9.846047935224959e-07,-0.014151281307859406
2014-02-20,5.128532994270177e-05,-0.24027861865745997,1.877990437943977e-07,-0.0202060290130317,-7.456901249360793e-07,-1.0276403278731302e-06,-0.01454002783581966
2014-02-21,5.0142924359823583e-05,-0.24766748797931873,1.9185535912214228e-07,-0.0200440122271641,-7.681761089005222e-07,-1.0220761392401562e-06,-0.015319730923312763
2014-02-24,5.289213529725008e-05,-0.25346130294607605,1.931457709995208e-07,-0.0203538705795708,-8.101208597578698e-07,-1.0340939387020163e-06,-0.015316471063326287
2014-02-25,4.99909412374215e-05,-0.26116261912053934,1.9755744027767022e-07,-0.0194952841257758,-8.207357810610323e-07,-9.932208169728146e-07,-0.016417690100354775
2014-02-26,4.8822079787728685e-05,-0.2738379724059524,1.9566045559170215e-07,-0.0193841923206061,-8.463565094065359e-07,-9.875532473123089e-07,-0.017335527554056915
2014-02-27,4.902946505121921e-05,-0.28291944875049485,1.9453334243364242e-07,-0.0192678397653353,-8.737524469918842e-07,-9.724767729380236e-07,-0.01782096635317372
2014-02-28,4.913560627678946e-05,-0.2852704332417331,1.9627841153221856e-07,-0.0192052716282375,-8.85913232386395e-07,-9.682689331515896e-07,-0.01802996440902532
2014-03-03,5.060228536900576e-05,-0.2909462500627971,1.9604131416328707e-07,-0.0164177654848407,-9.163716236274133e-07,-8.379600969114803e-07,-0.018109293225493272
2014-03-04,5.593664385448813e-05,-0.30143641094684975,2.1617900078229903e-07,-0.0112707981958779,-1.0482157129191172e-06,-5.347078836288276e-07,-0.018739338664041292
2014-03-05,4.9068183379191435e-05,-0.27666524672223064,2.143113184045864e-07,-0.0115517608605663,-8.971749776565842e-07,-5.481487164536211e-07,-0.018284250931471274
2014-03-06,4.928243059442446e-05,-0.26253868702421534,2.2622767137675616e-07,-0.0106519055968823,-8.76621728321851e-07,-5.047331926369656e-07,-0.017787712938432607
2014-03-07,4.8971813978785636e-05,-0.2394761231738249,2.410832913959723e-07,-0.0112091163474947,-8.228465838091992e-07,-5.545150552042122e-07,-0.016802452614184407
2014-03-10,4.912023117884392e-05,-0.2194263281440594,2.3325842663835047e-07,-0.0110687464572775,-7.427413586398384e-07,-5.47570769163482e-07,-0.015120884833289161
2014-03-11,5.148937537691702e-05,-0.2107129541042592,2.2833290237850718e-07,-0.0118920136445303,-7.224940851536446e-07,-5.877343559136239e-07,-0.014031906191612936
2014-03-12,4.8906113932888686e-05,-0.20612127101699954,2.2651634609734645e-07,-0.011825726003781,-6.860474638285202e-07,-6.059051959764378e-07,-0.014027846595416421
2014-03-13,5.192240840939531e-05,-0.20723351879950144,2.3133912351293412e-07,-0.0093166868839169,-7.182273825949218e-07,-4.518540262917263e-07,-0.013832705465660936
2014-03-14,5.053194068255615e-05,-0.20527686805801681,2.001031044031165e-07,-0.0093936202510426,-6.527545608921501e-07,-4.55617150896371e-07,-0.01291766261250053
2014-03-17,5.312543808337814e-05,-0.21357128673568804,2.0240688979977014e-07,-0.0081718336790937,-7.003365173386622e-07,-3.905286095037753e-07,-0.013182696324113384
2014-03-18,5.3640183376897774e-05,-0.2147763027966136,1.7825625542827985e-07,-0.0088965193683954,-6.641311928397454e-07,-4.2908018561375416e-07,-0.012381225249982633
2014-03-19,4.9711758607667365e-05,-0.19196209556664903,2.5823129488120695e-07,-0.013883172018981,-6.877799042128678e-07,-6.611673370924279e-07,-0.013835356532866393
2014-03-20,4.924048797705463e-05,-0.17952623205438287,2.489484004843203e-07,-0.0146678963295747,-6.28555686963271e-07,-6.9302727819218e-07,-0.012765017423388841
2014-03-21,5.1299807125194504e-05,-0.18116855964526074,2.3794980998585006e-07,-0.0142580835508626,-6.32970367273857e-07,-6.592990860480187e-07,-0.012338650040713132
2014-03-24,5.150721281894852e-05,-0.1781678838478731,2.381239805519259e-07,-0.0158243644063164,-6.239718733818433e-07,-7.241112339870352e-07,-0.012114262046660308
2014-03-25,5.187847468728203e-05,-0.18341224951523305,2.319819724919482e-07,-0.0163097712299501,-6.362811468141147e-07,-7.476595388189049e-07,-0.012264839138959854
2014-03-26,4.894688218699071e-05,-0.22338446057215977,2.2566269443715776e-07,-0.0141321944365974,-7.424126446591575e-07,-6.273442406486871e-07,-0.01516772083302333
2014-03-27,4.819111839496585e-05,-0.2580179022941664,2.0766329631767705e-07,-0.0145589778642174,-8.162312432517254e-07,-6.432132527844665e-07,-0.016937379136172753
2014-03-28,4.77393720640184e-05,-0.2615230979016811,1.7617067782240132e-07,-0.0143735809104972,-7.584294979323759e-07,-6.304494676852496e-07,-0.015886876285580873
2014-03-31,4.471229395078723e-05,-0.2636871012237143,1.7203531198163493e-07,-0.0167504657500116,-7.313262489634349e-07,-7.145993567434348e-07,-0.016356267691574316
2014-04-01,4.637295349124256e-05,-0.2911049427456692,1.776030537408798e-07,-0.0137922547057755,-8.354244326659833e-07,-5.88003230485841e-07,-0.018015338031547885
2014-04-02,4.141854620280984e-05,-0.31349676371618285,1.7424808937016485e-07,-0.0137779629703322,-8.421985701938739e-07,-5.903037757418583e-07,-0.020333851556980507
2014-04-03,4.131197301210188e-05,-0.31279344023046035,1.6089914816246836e-07,-0.0137068559830928,-8.064407735014724e-07,-5.859035387983512e-07,-0.019520751847539083
2014-04-04,4.5815215175484866e-05,-0.3394769484574816,1.7050143970004404e-07,-0.0088775490851539,-9.48809840343649e-07,-3.464030195770123e-07,-0.02070949217873247
2014-04-07,4.72141155464609e-05,-0.33097610856056076,1.624893814558982e-07,-0.0102572206881091,-9.167376488601038e-07,-3.701648637440899e-07,-0.01941660112128948
2014-04-08,4.530353492960697e-05,-0.3401610647782188,1.6055687155991854e-07,-0.011839770782946,-9.17413435604238e-07,-4.4304034536144104e-07,-0.020250372008050212
2014-04-09,4.691297863661334e-05,-0.2891551375601318,1.5729967507416244e-07,-0.0162690885930733,-7.854912109733065e-07,-5.750520620526974e-07,-0.016743580002832482
2014-04-10,5.810324280314903e-05,-0.2675600834741234,1.64246026055743e-07,-0.011198638570034,-8.265496452201578e-07,-2.6901449063009106e-07,-0.014225533814359861
2014-04-11,5.691804938589508e-05,-0.23974452997414308,1.7162844011343903e-07,-0.0146106352270216,-7.493217501297979e-07,-3.1520406060566453e-07,-0.013164923222324765
2014-04-14,5.793906540801691e-05,-0.22374801526538884,1.7482873995359233e-07,-0.0089099913376106,-7.121169910565021e-07,-1.9085836342550077e-07,-0.01229079181794962
2014-04-15,5.375893588153699e-05,-0.20790047121998148,1.6892974556333085e-07,-0.0092343943837771,-6.265184566878205e-07,-1.9179107032226132e-07,-0.011654219831813905
2014-04-16,3.1303883437837385e-05,-0.19000401963249863,1.6667591098614063e-07,-0.0063281821252202,-4.3400858115247657e-07,-1.2184744994576595e-07,-0.013864368681742697
2014-04-17,3.0074876652121772e-05,-0.17917545120375825,1.569535189477743e-07,-0.0062407241593705,-3.892834699652758e-07,-1.2044036052811898e-07,-0.01294380936181868
2014-04-21,3.398061258211898e-05,-0.17371421653540536,1.4585148227396738e-07,-0.0087240889528161,-3.867286859551076e-07,-1.7697118885539303e-07,-0.011380862691057224
2014-04-22,3.465237531876505e-05,-0.16922318693926097,1.6892519287037031e-07,-0.0063126077242589,-4.09424272749691e-07,-1.2802782932328797e-07,-0.011815186375635795
2014-04-23,3.661275306357103e-05,-0.16979234165428342,1.9255703966926056e-07,-0.0050908268276483,-4.508312284440442e-07,-1.0232914925935474e-07,-0.012313502556370513
2014-04-24,2.8915216768426475e-05,-0.1455453854287734,1.8892248617627716e-07,-0.0045242153794858,-3.401758611050924e-07,-9.092188497908493e-08,-0.01176459660771218
2014-04-25,3.367547480592454e-05,-0.12743949833646012,1.8240893792014763e-07,-0.0040804317510251,-3.1585224959085526e-07,-7.429326772700899e-08,-0.009379296102316194
2014-04-28,3.364553762091845e-05,-0.11473342756025227,1.7574584432540447e-07,-0.0087622724178961,-2.789948819177641e-07,-1.6484041237026822e-07,-0.008292180825320045
2014-04-29,3.9441733334885286e-05,-0.10755321519123316,1.6988091793170842e-07,-0.008306817634681,-2.7840286065796757e-07,-1.5391431170817868e-07,-0.007058585845965516
2014-04-30,4.001418281063408e-05,-0.1015783961765364,1.7159668052581524e-07,-0.0103257182315783,-2.661722455974971e-07,-1.9387895952405504e-07,-0.006651947557123664
2014-05-01,2.1991126094734782e-05,-0.10200155287546556,1.6207042320773355e-07,-0.0091497550141555,-1.9256723784369042e-07,-1.759551634083365e-07,-0.008756588317221089
2014-05-02,2.5114593555483047e-05,-0.10171424506589498,1.5645301635551258e-07,-0.0109970286182215,-2.016214934928762e-07,-2.239103789638277e-07,-0.008028061176759835
2014-05-05,2.3421323104644024e-05,-0.10448825517567527,1.5187167290477786e-07,-0.0105025999814678,-1.97065944045489e-07,-2.1655682534674471e-07,-0.008413954376745454
2014-05-06,2.3724080850696792e-05,-0.10610843409608425,1.4705399528398243e-07,-0.018400414344141,-1.981905839581523e-07,-3.4979884929085346e-07,-0.008353983667709989
2014-05-07,2.503936026433856e-05,-0.10198913588253751,1.3592200102221439e-07,-0.0208806558742651,-1.8815267898549253e-07,-3.860043108647087e-07,-0.007514276602883599
2014-05-08,2.245244272166245e-05,-0.12731645851415185,1.326990542577409e-07,-0.02057830048899,-2.1976081752010375e-07,-3.854951167403953e-07,-0.009787835570696068
2014-05-09,2.6257615904936162e-05,-0.14301061345570895,1.273052734904735e-07,-0.0188804556099392,-2.6146834159188385e-07,-3.574321163859342e-07,-0.00995780967085936
2014-05-12,2.5472098693136958e-05,-0.1567962261894339,1.2029273428864545e-07,-0.018424371146809,-2.744654409532187e-07,-3.2043253683501546e-07,-0.01077514044915227
2014-05-13,2.7268227179962204e-05,-0.16339359763583694,1.2283509345797763e-07,-0.0266759769491409,-2.990368555635186e-07,-5.546295683756103e-07,-0.01096649421284208
2014-05-14,2.54765910501542e-05,-0.16997536986987744,1.249828830876442e-07,-0.0307815326094397,-3.0330664289465476e-07,-6.792343638650807e-07,-0.011905307201326645
2014-05-15,2.174205444419079e-05,-0.19937002951077135,1.253661740716935e-07,-0.0327145723877297,-3.2915491825975473e-07,-6.556033713070278e-07,-0.015139089965240193
2014-05-16,2.0552751262807784e-05,-0.19899184960425478,1.2178431811658732e-07,-0.0328092955785324,-3.148226398845948e-07,-6.611314097288401e-07,-0.015317785724108732
2014-05-19,2.1296152341554682e-05,-0.2048165879745689,1.223388437455715e-07,-0.0332994586685062,-3.3059622121794455e-07,-6.670981497890899e-07,-0.015523753583076127
2014-05-20,2.0908636850371392e-05,-0.2132420055320841,1.2087450005082474e-07,-0.0336739798127846,-3.3900254893164723e-07,-6.322092685668606e-07,-0.01621351747403015
2014-05-21,2.119414789263069e-05,-0.2261742783698678,1.2129857248400827e-07,-0.0359691847390006,-3.6264278265194125e-07,-6.59989350569341e-07,-0.017110514868966916
2014-05-22,2.007249814887391e-05,-0.2917025752259686,7.782506900876729e-08,-0.0353977441635897,-3.6458662612878686e-07,-6.480305667416111e-07,-0.018163490335120075
2014-05-23,2.2049522594442057e-05,-0.3251897525213367,8.494459661788404e-08,-0.0356581077481146,-4.4504540978442334e-07,-6.662978974832745e-07,-0.020183902298937045
2014-05-27,2.174082787467674e-05,-0.3386307318846272,9.051823680695908e-08,-0.0385902477574996,-4.7504248378937187e-07,-6.954180351871239e-07,-0.021850248138098338
2014-05-28,2.1661197917021908e-05,-0.35102923712741324,8.927157710692041e-08,-0.0338967617000419,-4.881363271752794e-07,-9.290839725134228e-07,-0.02253505688121199
2014-05-29,2.1856321025887475e-05,-0.35357743276508713,9.688135364485335e-08,-0.0365815361699144,-5.145092271858187e-07,-9.897779836163335e-07,-0.023540522971657218
2014-05-30,2.8179051435749515e-05,-0.3597978259817443,1.0213915872941223e-07,-0.0353407493705465,-6.104046846003354e-07,-9.950106162878565e-07,-0.021661647695704264
2014-06-02,2.8496658002674943e-05,-0.37530340642401183,1.3887385955878837e-07,-0.0321963448461384,-7.466029888666288e-07,-9.75332307063587e-07,-0.026199668353971407
2014-06-03,3.418588872187905e-05,-0.3832476876505187,1.5106977071705e-07,-0.0321951029683387,-8.709470761652314e-07,-9.752984020007269e-07,-0.025476800771536565
2014-06-04,2.793146765100254e-05,-0.4017315946107101,1.5342902462475122e-07,-0.0340229152836498,-8.316424110009027e-07,-1.0483805250925606e-06,-0.029774389995974766
2014-06-05,4.136471088316827e-05,-0.39396219655274933,1.3622117275573063e-07,-0.0371835780810473,-9.351727733032844e-07,-1.223510603202706e-06,-0.022607985244828967
2014-06-06,3.9833023701562004e-05,-0.4016960048730268,1.3639151435852094e-07,-0.036767525156444,-9.362952614815313e-07,-1.1973730348676914e-06,-0.02350550308448755
2014-06-09,5.1073182956276414e-05,-0.40639754957876045,1.5702799949599414e-07,-0.0361423373713815,-1.1508960297862458e-06,-1.176824621030955e-06,-0.022534253069199234
2014-06-10,4.95066057749403e-05,-0.38488096477313755,1.4012849207122576e-07,-0.0328253316944529,-1.0137275107999292e-06,-1.104354195872838e-06,-0.020476611048804057
2014-06-11,4.7157992518462575e-05,-0.40496030788223386,1.4553250754308285e-07,-0.0311799092688161,-1.0608894211475406e-06,-1.0560749180522897e-06,-0.022496492418166387
2014-06-12,4.667919578081926e-05,-0.4239031218356903,1.4847244228119675e-07,-0.030636153036137,-1.1159666694804787e-06,-1.0008828647532972e-06,-0.023907152872137433
2014-06-13,3.72024477228719e-05,-0.44284812598463313,1.553841394372117e-07,-0.0284713242607686,-1.06474083919145e-06,-9.671066832984174e-07,-0.02862018239022622
2014-06-16,2.938646502467408e-05,-0.40083463791982193,1.4542413283943402e-07,-0.0280788822989018,-8.286233335323363e-07,-9.683113774852599e-07,-0.028197448479651777
2014-06-17,3.191330809025626e-05,-0.4174218138536316,1.6697909713333724e-07,-0.0281965339593966,-9.635896079447772e-07,-9.720572709007179e-07,-0.030193974414046393
2014-06-18,3.560112133469648e-05,-0.3825719955793046,1.8978710156454468e-07,-0.0327671786488774,-9.944394886888481e-07,-1.0990829968037527e-06,-0.0279328136701042
2014-06-19,3.687128606172102e-05,-0.38526313865080797,1.8742539130343165e-07,-0.0323089632263978,-1.0127816278261619e-06,-1.0858516477915825e-06,-0.027468030980281156
2014-06-20,3.6786047916274955e-05,-0.39336224414711196,1.819167124660063e-07,-0.0332107142350512,-1.0175846299105988e-06,-1.1251369691792483e-06,-0.027662243909066322
