Feature,Gain,Window_Start
Volume_ABT,0.012901,630
Adj_Close_ABT,0.245914,630
Log_Return_ABT,0.000274,630
Beta_45d_ABT,0.000720,630
Variance_45d_ABT,0.224280,630
Variance_45d_MA_ABT,4.183273,630
Variance_5d_MA_ABT,0.000992,630
MA_45d_ABT,0.020138,630
MA_5d_ABT,0.011477,630
Volume_ACN,0.001073,630
Log_Return_ACN,0.002950,630
Beta_45d_ACN,0.008181,630
MA_45d_ACN,0.001671,630
MA_5d_ACN,0.006265,630
Close_AET,0.073915,630
Volume_AET,0.003952,630
Log_Return_AET,0.001516,630
Beta_45d_AET,0.017756,630
Variance_45d_AET,0.001568,630
Variance_5d_MA_AET,0.115733,630
MA_45d_AET,0.002411,630
MA_5d_AET,0.010374,630
Close_AGG,2.161126,630
Log_Return_AGG,0.006952,630
Variance_45d_AGG,0.000651,630
Variance_45d_MA_AGG,0.000181,630
Variance_5d_MA_AGG,0.003230,630
MA_45d_AGG,0.011837,630
MA_5d_AGG,0.001738,630
Close_AGN,0.003738,630
Adj_Close_AGN,0.001040,630
Log_Return_AGN,0.000358,630
Beta_45d_AGN,0.004860,630
Variance_45d_AGN,0.003904,630
Variance_5d_MA_AGN,0.000671,630
MA_45d_AGN,0.038960,630
MA_5d_AGN,0.000679,630
Volume_AIG,0.001663,630
Log_Return_AIG,0.011690,630
Beta_45d_AIG,0.027875,630
Variance_45d_MA_AIG,0.056002,630
MA_45d_AIG,0.003694,630
MA_5d_AIG,0.173339,630
Close_ALXN,0.003189,630
Volume_ALXN,0.000266,630
Adj_Close_ALXN,0.011948,630
Log_Return_ALXN,0.002893,630
Variance_45d_MA_ALXN,0.584941,630
Variance_5d_MA_ALXN,0.012518,630
MA_45d_ALXN,0.144124,630
MA_5d_ALXN,0.003087,630
Log_Return_AMGN,0.003765,630
Variance_45d_AMGN,0.015221,630
Variance_5d_MA_AMGN,0.000692,630
MA_45d_AMGN,0.002883,630
MA_5d_AMGN,0.002435,630
Volume_AMJ,0.005881,630
Log_Return_AMJ,0.011988,630
Beta_45d_AMJ,0.010159,630
Variance_5d_MA_AMJ,0.001787,630
MA_45d_AMJ,0.003368,630
MA_5d_AMJ,0.001056,630
Close_AMLP,0.581788,630
Volume_AMLP,0.001472,630
Log_Return_AMLP,0.004269,630
Variance_45d_AMLP,0.137606,630
Variance_45d_MA_AMLP,0.243341,630
MA_45d_AMLP,0.038193,630
MA_5d_AMLP,0.000461,630
Close_AMZN,0.000904,630
Volume_AMZN,0.006123,630
Adj_Close_AMZN,0.002366,630
Variance_45d_AMZN,0.000835,630
Variance_5d_MA_AMZN,0.109671,630
MA_5d_AMZN,0.007875,630
Close_ANDV,0.526880,630
Log_Return_ANDV,0.004748,630
Beta_45d_ANDV,0.002983,630
MA_45d_ANDV,0.002641,630
MA_5d_ANDV,0.006054,630
Volume_APC,0.005263,630
Variance_5d_MA_APC,0.005594,630
MA_45d_APC,0.001750,630
MA_5d_APC,0.001931,630
Volume_ATVI,0.001377,630
Adj_Close_ATVI,0.004104,630
Log_Return_ATVI,0.003541,630
Beta_45d_ATVI,0.162158,630
Variance_45d_ATVI,0.061578,630
Variance_5d_MA_ATVI,0.129546,630
MA_45d_ATVI,0.016118,630
Volume_AVGO,0.006769,630
Beta_45d_AVGO,0.042727,630
Variance_5d_MA_AVGO,0.099121,630
MA_45d_AVGO,0.000945,630
Close_AXP,0.088109,630
Volume_AXP,0.000246,630
Beta_45d_AXP,32.763260,630
MA_5d_AXP,0.241650,630
Close_BAC,0.686932,630
Volume_BAC,0.043995,630
Log_Return_BAC,0.011520,630
Beta_45d_BAC,5.487071,630
Close_BA,0.078754,630
Volume_BA,0.003125,630
Adj_Close_BA,0.044803,630
Log_Return_BA,0.008612,630
Beta_45d_BA,0.000938,630
Variance_5d_MA_BA,0.002048,630
MA_45d_BA,0.000190,630
MA_5d_BA,0.003546,630
Log_Return_BDX,0.001281,630
Beta_45d_BDX,0.419810,630
Variance_45d_BDX,0.007501,630
MA_45d_BDX,0.014505,630
MA_5d_BDX,0.022774,630
Volume_BHC,0.005744,630
Log_Return_BHC,0.008250,630
Beta_45d_BHC,0.000862,630
MA_45d_BHC,0.005757,630
MA_5d_BHC,0.204729,630
Volume_BIDU,0.003534,630
Adj_Close_BIDU,0.033629,630
Log_Return_BIDU,0.000614,630
Beta_45d_BIDU,0.001113,630
MA_45d_BIDU,0.009754,630
MA_5d_BIDU,0.001348,630
Log_Return_BIIB,0.002336,630
Beta_45d_BIIB,0.026510,630
Variance_45d_MA_BIIB,0.408706,630
MA_5d_BIIB,0.001437,630
Volume_BKNG,0.038157,630
Log_Return_BKNG,0.000877,630
SPY_Return_BKNG,0.002676,630
Beta_45d_BKNG,0.075118,630
Variance_45d_BKNG,0.999580,630
Variance_45d_MA_BKNG,0.000199,630
Variance_5d_MA_BKNG,0.000871,630
MA_5d_BKNG,0.006432,630
Close_BK,0.018592,630
Volume_BK,0.006586,630
Adj_Close_BK,0.003926,630
Log_Return_BK,0.013643,630
SPY_Return_BK,0.001300,630
Beta_45d_BK,0.540043,630
Variance_45d_BK,0.179095,630
Variance_45d_MA_BK,0.068487,630
Variance_5d_MA_BK,0.006766,630
MA_45d_BK,0.000021,630
MA_5d_BK,0.002666,630
Close_BLK,0.000220,630
Volume_BLK,0.003265,630
Adj_Close_BLK,0.001685,630
Log_Return_BLK,0.009601,630
SPY_Return_BLK,0.006458,630
Beta_45d_BLK,0.004802,630
Variance_45d_BLK,0.000300,630
Variance_45d_MA_BLK,1.173497,630
Variance_5d_MA_BLK,0.000162,630
MA_45d_BLK,0.012485,630
MA_5d_BLK,0.000058,630
Close_BMY,0.002131,630
Volume_BMY,0.001269,630
Log_Return_BMY,0.000575,630
Beta_45d_BMY,0.048213,630
Variance_45d_BMY,0.002971,630
Variance_5d_MA_BMY,0.077209,630
MA_45d_BMY,0.008931,630
MA_5d_BMY,0.007890,630
Close_BND,0.430980,630
Volume_BND,0.003821,630
Adj_Close_BND,0.161701,630
Log_Return_BND,0.002955,630
Beta_45d_BND,0.092626,630
Variance_45d_MA_BND,0.478518,630
Variance_5d_MA_BND,0.001789,630
MA_45d_BND,0.010057,630
MA_5d_BND,0.003730,630
Volume_BP,0.000393,630
Adj_Close_BP,0.000597,630
Log_Return_BP,0.001410,630
Beta_45d_BP,0.004478,630
MA_45d_BP,0.004729,630
MA_5d_BP,0.018988,630
Close_BRCM,0.067011,630
Volume_BRCM,0.004259,630
Adj_Close_BRCM,0.137023,630
Log_Return_BRCM,0.004023,630
Beta_45d_BRCM,0.004119,630
Variance_45d_BRCM,0.015419,630
Variance_5d_MA_BRCM,1.173600,630
MA_5d_BRCM,0.000621,630
Log_Return_BRK.B,0.000639,630
Beta_45d_BRK.B,0.539278,630
Variance_45d_MA_BRK.B,7.203537,630
MA_45d_BRK.B,0.033034,630
Close_CAT,0.002174,630
Volume_CAT,0.002117,630
Log_Return_CAT,0.013039,630
Beta_45d_CAT,0.000392,630
Variance_45d_MA_CAT,3.506272,630
MA_45d_CAT,0.000556,630
Volume_CB,0.000760,630
Beta_45d_CB,10.792795,630
Variance_5d_MA_CB,0.022863,630
MA_45d_CB,0.004831,630
MA_5d_CB,0.000641,630
Volume_CELG,0.003233,630
Log_Return_CELG,0.003239,630
Beta_45d_CELG,0.078900,630
Variance_45d_CELG,0.177447,630
Variance_45d_MA_CELG,0.277340,630
Variance_5d_MA_CELG,1.099905,630
MA_5d_CELG,0.001939,630
Volume_CMCS.A,0.001614,630
Log_Return_CMCS.A,0.002593,630
Beta_45d_CMCS.A,10.824406,630
Variance_45d_CMCS.A,0.104324,630
MA_45d_CMCS.A,0.218342,630
MA_5d_CMCS.A,0.003025,630
Volume_CMG,0.089722,630
Log_Return_CMG,0.001152,630
Beta_45d_CMG,0.003714,630
Variance_45d_CMG,0.010412,630
Variance_5d_MA_CMG,0.007393,630
MA_45d_CMG,0.001790,630
MA_5d_CMG,0.006341,630
Close_COP,0.000925,630
Volume_COP,0.005386,630
Log_Return_COP,0.000585,630
Beta_45d_COP,0.002507,630
Variance_45d_COP,0.319857,630
Variance_45d_MA_COP,0.005555,630
MA_5d_COP,1.025399,630
Log_Return_COST,0.001600,630
Beta_45d_COST,0.000751,630
Variance_45d_COST,0.186405,630
Variance_5d_MA_COST,0.002659,630
Close_CRM,0.616978,630
Volume_CRM,0.008393,630
Log_Return_CRM,0.012453,630
MA_45d_CRM,0.000740,630
MA_5d_CRM,0.007672,630
Close_CSCO,0.006940,630
Volume_CSCO,0.002054,630
Log_Return_CSCO,0.006407,630
Beta_45d_CSCO,0.000670,630
Variance_45d_CSCO,0.002235,630
Variance_45d_MA_CSCO,2.050560,630
MA_45d_CSCO,0.010611,630
Volume_CVS,0.006602,630
Log_Return_CVS,0.009896,630
Beta_45d_CVS,0.101758,630
Variance_45d_MA_CVS,0.167871,630
Variance_5d_MA_CVS,0.057679,630
MA_45d_CVS,0.001945,630
MA_5d_CVS,0.009767,630
Volume_CVX,0.009911,630
Variance_45d_CVX,0.457171,630
Volume_C,0.001913,630
Beta_45d_C,0.024211,630
Variance_45d_C,0.005999,630
Variance_45d_MA_C,4.808140,630
MA_5d_C,0.007416,630
Volume_DAL,0.001137,630
Log_Return_DAL,0.003416,630
Variance_45d_MA_DAL,0.184338,630
MA_45d_DAL,0.283219,630
MA_5d_DAL,0.000321,630
Close_DD,0.001843,630
Volume_DD,0.003196,630
Variance_45d_DD,0.174114,630
MA_45d_DD,0.035316,630
MA_5d_DD,0.004541,630
Volume_DIA,0.003951,630
Beta_45d_DIA,0.000835,630
Variance_45d_DIA,0.000831,630
MA_5d_DIA,0.003211,630
Volume_DIS,0.003561,630
Log_Return_DIS,0.023723,630
Beta_45d_DIS,0.014096,630
Variance_45d_MA_DIS,0.011460,630
MA_45d_DIS,0.097285,630
MA_5d_DIS,0.392525,630
Volume_DOW,0.010343,630
Log_Return_DOW,0.012191,630
Beta_45d_DOW,0.005321,630
Variance_5d_MA_DOW,0.002367,630
MA_5d_DOW,0.004256,630
Volume_DUK,0.000678,630
Log_Return_DUK,0.002271,630
Beta_45d_DUK,2.454984,630
Variance_45d_DUK,6.123900,630
Variance_5d_MA_DUK,0.347231,630
MA_45d_DUK,0.002523,630
MA_5d_DUK,0.024848,630
Close_DXJ,0.015445,630
Volume_DXJ,0.003446,630
Beta_45d_DXJ,0.000918,630
Variance_45d_DXJ,0.831660,630
Variance_45d_MA_DXJ,0.000009,630
MA_5d_DXJ,0.001152,630
Close_EEM,0.019831,630
Volume_EEM,0.000797,630
Adj_Close_EEM,0.009739,630
Log_Return_EEM,0.001027,630
Beta_45d_EEM,0.037614,630
Variance_45d_MA_EEM,0.001291,630
Variance_5d_MA_EEM,0.003674,630
MA_5d_EEM,0.169225,630
Close_EFA,0.003615,630
Volume_EFA,0.003363,630
Adj_Close_EFA,0.000358,630
Log_Return_EFA,0.000751,630
SPY_Return_EFA,0.017862,630
Beta_45d_EFA,0.020524,630
Variance_45d_EFA,0.000093,630
Variance_45d_MA_EFA,0.013963,630
Variance_5d_MA_EFA,0.466414,630
MA_45d_EFA,0.006337,630
MA_5d_EFA,0.005814,630
Close_EOG,0.000136,630
Volume_EOG,0.124533,630
Log_Return_EOG,0.002945,630
Beta_45d_EOG,2.353791,630
Variance_45d_EOG,0.518437,630
Variance_45d_MA_EOG,0.000376,630
MA_45d_EOG,0.007848,630
MA_5d_EOG,0.002909,630
Close_EPD,0.000923,630
Volume_EPD,0.002307,630
Log_Return_EPD,0.009856,630
Beta_45d_EPD,0.062915,630
Variance_45d_MA_EPD,0.000562,630
MA_45d_EPD,0.012624,630
MA_5d_EPD,0.007619,630
Close_ESRX,0.001053,630
Volume_ESRX,0.101706,630
Log_Return_ESRX,0.001007,630
Beta_45d_ESRX,0.020104,630
Variance_45d_ESRX,0.001396,630
MA_45d_ESRX,0.010417,630
MA_5d_ESRX,0.013684,630
Close_EWG,0.014062,630
Volume_EWG,0.008806,630
Log_Return_EWG,0.003386,630
Beta_45d_EWG,0.220834,630
Variance_5d_MA_EWG,0.001037,630
MA_45d_EWG,0.019137,630
MA_5d_EWG,0.003392,630
Volume_EWJ,0.002995,630
Adj_Close_EWJ,0.008571,630
Log_Return_EWJ,0.000542,630
Beta_45d_EWJ,0.034386,630
Variance_45d_MA_EWJ,0.043016,630
Variance_5d_MA_EWJ,0.015009,630
MA_5d_EWJ,0.003570,630
Close_EWZ,0.001144,630
Volume_EWZ,0.001805,630
Log_Return_EWZ,0.001512,630
MA_5d_EWZ,0.001788,630
Volume_EXPE,0.005670,630
Log_Return_EXPE,0.003842,630
Beta_45d_EXPE,3.122107,630
Variance_45d_EXPE,0.038583,630
Variance_45d_MA_EXPE,1.857468,630
MA_5d_EXPE,0.031201,630
Close_EZU,0.005913,630
Volume_EZU,0.003052,630
Log_Return_EZU,0.010068,630
Beta_45d_EZU,0.117404,630
Variance_5d_MA_EZU,0.032743,630
Beta_45d_FDX,0.001432,630
Variance_5d_MA_FDX,0.004873,630
MA_45d_FDX,1.682172,630
Volume_FXI,0.002589,630
MA_5d_FXI,0.000204,630
Volume_F,0.177318,630
Log_Return_F,0.001470,630
Beta_45d_F,0.096193,630
Variance_45d_MA_F,0.097579,630
MA_45d_F,0.015478,630
Close_GDX,0.878561,630
Volume_GDX,0.002476,630
Log_Return_GDX,0.001728,630
Beta_45d_GDX,1.317847,630
Variance_45d_MA_GDX,0.049304,630
MA_45d_GDX,0.764871,630
MA_5d_GDX,0.000747,630
Volume_GE,0.001554,630
Log_Return_GE,0.002203,630
Beta_45d_GE,0.009326,630
Variance_45d_GE,0.014935,630
Variance_45d_MA_GE,0.920310,630
MA_45d_GE,0.000906,630
MA_5d_GE,0.003913,630
Close_GILD,0.000770,630
Log_Return_GILD,0.002894,630
Beta_45d_GILD,1.412106,630
Variance_45d_MA_GILD,0.003808,630
Variance_5d_MA_GILD,0.002593,630
MA_45d_GILD,0.002895,630
MA_5d_GILD,0.001495,630
Close_GLD,0.058968,630
Volume_GLD,0.226761,630
Log_Return_GLD,0.000188,630
Beta_45d_GLD,0.976573,630
MA_45d_GLD,0.001437,630
MA_5d_GLD,0.001370,630
Close_GOOG.L,0.038374,630
Volume_GOOG.L,0.007527,630
Log_Return_GOOG.L,0.090723,630
Beta_45d_GOOG.L,0.010100,630
Variance_45d_GOOG.L,0.001563,630
MA_5d_GOOG.L,0.000729,630
Close_GS,0.512201,630
Volume_GS,0.010527,630
Log_Return_GS,0.001914,630
Variance_45d_GS,0.003732,630
Variance_45d_MA_GS,1.842219,630
MA_5d_GS,0.004020,630
Close_HAL,0.031481,630
Volume_HAL,0.038427,630
Adj_Close_HAL,0.000689,630
Log_Return_HAL,0.003612,630
Beta_45d_HAL,0.007218,630
MA_5d_HAL,0.037087,630
Volume_HD,0.000314,630
Log_Return_HD,0.000210,630
Beta_45d_HD,0.010154,630
Variance_5d_MA_HD,0.011578,630
MA_5d_HD,0.016934,630
Log_Return_HEDJ,0.010613,630
Variance_45d_MA_HEDJ,0.392029,630
MA_45d_HEDJ,0.002447,630
MA_5d_HEDJ,0.001125,630
Close_HON,0.001180,630
Beta_45d_HON,0.181187,630
MA_45d_HON,0.006914,630
MA_5d_HON,0.004481,630
Volume_HYG,0.000454,630
Log_Return_HYG,0.000977,630
Beta_45d_HYG,4.877470,630
MA_45d_HYG,0.007990,630
MA_5d_HYG,0.014287,630
Volume_IBB,0.003001,630
Log_Return_IBB,0.080528,630
Beta_45d_IBB,0.000351,630
Variance_45d_IBB,0.003841,630
MA_5d_IBB,0.000901,630
Close_IBM,0.011440,630
Volume_IBM,0.007794,630
Log_Return_IBM,0.000455,630
Variance_45d_IBM,0.001626,630
Variance_45d_MA_IBM,1.533529,630
Variance_5d_MA_IBM,0.062690,630
MA_45d_IBM,0.049386,630
MA_5d_IBM,0.002948,630
Close_ICE,0.004125,630
Volume_ICE,0.007748,630
Log_Return_ICE,0.000040,630
Beta_45d_ICE,0.013985,630
Variance_45d_ICE,0.616654,630
Variance_45d_MA_ICE,0.390788,630
Variance_5d_MA_ICE,0.013806,630
MA_5d_ICE,0.002418,630
Close_IEF,0.324008,630
Volume_IEF,0.372735,630
Log_Return_IEF,0.007817,630
Beta_45d_IEF,0.022123,630
Variance_5d_MA_IEF,0.002741,630
MA_45d_IEF,0.002649,630
MA_5d_IEF,0.012951,630
Close_IJH,0.008105,630
Volume_IJH,0.014745,630
Adj_Close_IJH,0.082582,630
Log_Return_IJH,0.001307,630
SPY_Return_IJH,0.007870,630
Beta_45d_IJH,0.000212,630
Variance_45d_IJH,0.001022,630
Variance_45d_MA_IJH,0.065240,630
Variance_5d_MA_IJH,0.000063,630
MA_45d_IJH,0.000327,630
MA_5d_IJH,0.010570,630
Close_ILMN,0.005148,630
Volume_ILMN,0.003077,630
Adj_Close_ILMN,0.011849,630
Log_Return_ILMN,0.010303,630
SPY_Return_ILMN,0.007962,630
Beta_45d_ILMN,0.059743,630
Variance_45d_ILMN,11.774964,630
Variance_45d_MA_ILMN,0.492662,630
Variance_5d_MA_ILMN,8.257401,630
MA_45d_ILMN,0.000132,630
MA_5d_ILMN,0.031731,630
Volume_INTC,0.004566,630
Log_Return_INTC,0.000444,630
Beta_45d_INTC,0.002414,630
Variance_45d_INTC,0.093635,630
Variance_5d_MA_INTC,0.153210,630
MA_45d_INTC,0.054170,630
MA_5d_INTC,0.002745,630
Volume_IVV,0.001550,630
Beta_45d_IVV,0.004171,630
Variance_45d_MA_IVV,0.351117,630
MA_45d_IVV,0.105763,630
Volume_IWB,0.001174,630
Beta_45d_IWB,0.017488,630
Variance_45d_IWB,0.372592,630
Variance_45d_MA_IWB,7.011942,630
Variance_5d_MA_IWB,0.008042,630
Volume_IWD,0.001189,630
Log_Return_IWD,0.003129,630
Beta_45d_IWD,0.005154,630
Variance_45d_IWD,0.001736,630
Volume_IWF,0.005688,630
Log_Return_IWF,0.057355,630
Beta_45d_IWF,0.000401,630
Variance_45d_IWF,0.125286,630
Variance_45d_MA_IWM,1.205290,630
Volume_IWN,0.009976,630
Volume_IWR,0.002426,630
Beta_45d_IWR,0.116264,630
Close_IYR,0.035504,630
Volume_IYR,0.036778,630
Beta_45d_IYR,0.001883,630
MA_45d_IYR,0.002066,630
Volume_JNJ,0.009223,630
Beta_45d_JNJ,0.184085,630
Variance_5d_MA_JNJ,0.002334,630
MA_5d_JNJ,0.053101,630
Beta_45d_JPM,0.001099,630
MA_45d_JPM,0.012371,630
MA_5d_JPM,0.000650,630
Volume_KMB,0.009337,630
Beta_45d_KMB,3.967229,630
Variance_45d_MA_KMB,0.356091,630
Variance_5d_MA_KMB,0.155345,630
MA_45d_KMB,0.023377,630
MA_5d_KMB,0.058975,630
Close_KO,0.095964,630
Volume_KO,0.001137,630
Log_Return_KO,0.000594,630
Variance_45d_KO,0.496094,630
MA_45d_KO,0.002121,630
MA_5d_KO,0.057615,630
Close_KR,0.005379,630
Volume_KR,0.001967,630
Log_Return_KR,0.001425,630
Beta_45d_KR,0.000504,630
Variance_45d_KR,0.458766,630
Variance_5d_MA_KR,0.085002,630
MA_45d_KR,0.016679,630
MA_5d_KR,0.006106,630
Volume_LBTY.A,0.017937,630
Log_Return_LBTY.A,0.002643,630
Beta_45d_LBTY.A,1.392146,630
MA_45d_LBTY.A,0.002185,630
MA_5d_LBTY.A,0.004612,630
Volume_LBTY.K,0.001701,630
Log_Return_LBTY.K,0.001307,630
Beta_45d_LBTY.K,0.058964,630
Close_LLY,29.873535,630
Volume_LLY,0.008372,630
Log_Return_LLY,0.000621,630
Beta_45d_LLY,0.000995,630
Variance_5d_MA_LLY,0.000856,630
MA_45d_LLY,0.000604,630
Volume_LMT,0.001771,630
Log_Return_LMT,0.002272,630
Beta_45d_LMT,0.001320,630
Variance_45d_LMT,4.078661,630
Variance_5d_MA_LMT,0.486896,630
MA_45d_LMT,0.000977,630
Log_Return_LOW,0.001538,630
Beta_45d_LOW,0.019003,630
Variance_45d_LOW,0.039506,630
Variance_5d_MA_LOW,0.017082,630
MA_5d_LOW,0.004094,630
Volume_MA,0.000970,630
Log_Return_MA,0.003743,630
Beta_45d_MA,0.015807,630
Variance_5d_MA_MA,0.000087,630
MA_45d_MA,0.001328,630
MA_5d_MA,0.220444,630
Volume_MCD,0.000469,630
Beta_45d_MCD,0.218384,630
MA_45d_MCD,0.217498,630
MA_5d_MCD,0.004205,630
Volume_MCK,0.000442,630
Log_Return_MCK,0.001320,630
Variance_45d_MCK,0.007712,630
Variance_45d_MA_MCK,0.472272,630
Variance_5d_MA_MCK,9.786129,630
MA_45d_MCK,0.001926,630
MA_5d_MCK,0.121994,630
Volume_MDLZ,0.002321,630
Log_Return_MDLZ,0.022178,630
Variance_45d_MA_MDLZ,0.001968,630
Variance_5d_MA_MDLZ,0.006619,630
MA_45d_MDLZ,0.002371,630
MA_5d_MDLZ,0.012497,630
Log_Return_MDT,0.022063,630
SPY_Return_MDT,0.000047,630
Beta_45d_MDT,0.000012,630
Variance_45d_MDT,0.370086,630
Variance_45d_MA_MDT,6.253479,630
Variance_5d_MA_MDT,0.008992,630
MA_45d_MDT,0.036826,630
MA_5d_MDT,0.005401,630
Close_MDY,0.172757,630
Volume_MDY,0.002788,630
Adj_Close_MDY,0.000275,630
Log_Return_MDY,0.008856,630
SPY_Return_MDY,0.084106,630
Beta_45d_MDY,0.009236,630
Variance_45d_MDY,0.025589,630
Variance_45d_MA_MDY,0.049050,630
Variance_5d_MA_MDY,0.000237,630
MA_45d_MDY,0.019613,630
Close_MET,0.000130,630
Volume_MET,0.000748,630
Adj_Close_MET,0.000218,630
Log_Return_MET,0.003892,630
SPY_Return_MET,0.002690,630
Beta_45d_MET,0.001670,630
Variance_45d_MET,0.011131,630
Variance_45d_MA_MET,0.019925,630
Variance_5d_MA_MET,0.039335,630
MA_5d_MET,0.000898,630
Log_Return_MMM,0.200099,630
SPY_Return_MMM,0.002713,630
Beta_45d_MMM,0.000604,630
Variance_45d_MMM,0.037804,630
Variance_5d_MA_MMM,0.040280,630
MA_45d_MMM,0.029284,630
MA_5d_MMM,0.137368,630
Close_MON,0.133261,630
Volume_MON,0.001546,630
Log_Return_MON,0.007567,630
Beta_45d_MON,0.009457,630
Variance_45d_MON,0.005303,630
MA_5d_MON,0.001117,630
Close_MO,0.038648,630
Volume_MO,0.012914,630
Log_Return_MO,0.002726,630
MA_45d_MO,0.150710,630
MA_5d_MO,0.098213,630
Volume_MRK,0.001353,630
Log_Return_MRK,0.002196,630
Beta_45d_MRK,0.020734,630
Variance_45d_MRK,0.775173,630
MA_5d_MRK,1.095693,630
Volume_MSFT,0.001369,630
Log_Return_MSFT,0.000857,630
Beta_45d_MSFT,0.006518,630
MA_45d_MSFT,0.000517,630
MA_5d_MSFT,0.007099,630
Volume_MS,0.000426,630
Beta_45d_MS,0.148208,630
Variance_45d_MA_MS,0.000747,630
Variance_5d_MA_MS,0.000545,630
MA_45d_MS,0.001437,630
MA_5d_MS,0.013531,630
Close_MU,0.001297,630
Volume_MU,0.442228,630
Log_Return_MU,0.030039,630
Variance_45d_MU,0.031153,630
MA_45d_MU,0.187060,630
Volume_NFLX,0.012360,630
Adj_Close_NFLX,0.001422,630
Log_Return_NFLX,0.004016,630
Variance_45d_NFLX,0.031491,630
Variance_45d_MA_NFLX,9.346129,630
Variance_5d_MA_NFLX,0.008343,630
MA_45d_NFLX,0.000819,630
Close_NKE,4.028361,630
Volume_NKE,0.002904,630
Adj_Close_NKE,0.007006,630
Log_Return_NKE,0.001279,630
Variance_45d_NKE,0.001300,630
Variance_45d_MA_NKE,0.010312,630
MA_45d_NKE,0.829968,630
MA_5d_NKE,0.000209,630
Beta_45d_NXPI,0.002377,630
MA_45d_NXPI,0.000806,630
MA_5d_NXPI,0.004530,630
Log_Return_ORCL,0.001263,630
Beta_45d_ORCL,0.004138,630
Variance_5d_MA_ORCL,1.477146,630
MA_45d_ORCL,0.273811,630
MA_5d_ORCL,0.018583,630
Volume_OXY,0.186412,630
MA_45d_OXY,0.720962,630
MA_5d_OXY,0.000607,630
Close_PEP,13.362896,630
Volume_PEP,0.000858,630
Adj_Close_PEP,12.031150,630
Log_Return_PEP,0.001981,630
Beta_45d_PEP,0.016367,630
Variance_45d_PEP,0.001353,630
MA_5d_PEP,0.027513,630
Variance_45d_PFE,0.003635,630
Variance_5d_MA_PFE,0.002781,630
MA_5d_PFE,0.258793,630
Close_PG,0.002095,630
Volume_PG,0.000627,630
Beta_45d_PG,5.014592,630
Variance_45d_PG,0.557518,630
Variance_45d_MA_PG,0.006626,630
Variance_5d_MA_PG,0.045686,630
MA_45d_PG,0.036556,630
MA_5d_PG,0.015661,630
Volume_PM,0.002180,630
Log_Return_PM,0.000270,630
Beta_45d_PM,0.018426,630
Variance_45d_PM,0.354675,630
MA_45d_PM,0.002120,630
MA_5d_PM,0.019582,630
Volume_PXD,0.015938,630
Log_Return_PXD,0.003538,630
Beta_45d_PXD,0.255035,630
Variance_45d_PXD,0.006658,630
MA_45d_PXD,0.003425,630
MA_5d_PXD,0.013809,630
Volume_QCOM,0.000252,630
Beta_45d_QCOM,1.214311,630
Variance_45d_QCOM,0.006027,630
MA_45d_QCOM,0.002636,630
MA_5d_QCOM,0.002539,630
Close_QQQ,0.005548,630
Adj_Close_QQQ,0.007436,630
Beta_45d_QQQ,0.010246,630
Volume_REGN,0.013033,630
Log_Return_REGN,0.011841,630
Beta_45d_REGN,0.239050,630
Variance_45d_REGN,0.002761,630
Variance_45d_MA_REGN,0.420810,630
Variance_5d_MA_REGN,3.078279,630
MA_45d_REGN,0.000628,630
MA_5d_REGN,0.011606,630
Close_SBUX,2.496384,630
Volume_SBUX,0.001267,630
Adj_Close_SBUX,0.341095,630
Log_Return_SBUX,0.004563,630
Beta_45d_SBUX,0.014563,630
Variance_45d_MA_SBUX,0.028921,630
MA_45d_SBUX,0.003708,630
Close_SCHW,0.427793,630
Volume_SCHW,0.000711,630
Log_Return_SCHW,0.009251,630
Beta_45d_SCHW,0.000988,630
MA_5d_SCHW,0.001227,630
Volume_SHY,0.007335,630
Log_Return_SHY,0.003225,630
Beta_45d_SHY,0.006655,630
Variance_45d_SHY,0.108128,630
MA_45d_SHY,0.057240,630
MA_5d_SHY,0.006054,630
Volume_SIG,0.024017,630
Log_Return_SIG,0.000902,630
MA_45d_SIG,0.024437,630
MA_5d_SIG,0.061343,630
Volume_SLB,0.372570,630
Adj_Close_SLB,0.045057,630
Log_Return_SLB,0.033040,630
SPY_Return_SLB,0.003102,630
Beta_45d_SLB,0.589107,630
Variance_45d_SLB,1.668778,630
Variance_45d_MA_SLB,0.000144,630
MA_45d_SLB,0.001670,630
MA_5d_SLB,0.056225,630
Close_SO,1.404801,630
Volume_SO,0.156146,630
Adj_Close_SO,1.041465,630
Log_Return_SO,0.159363,630
SPY_Return_SO,0.025611,630
Beta_45d_SO,0.004303,630
Variance_45d_SO,0.160942,630
Variance_45d_MA_SO,1.399308,630
Variance_5d_MA_SO,0.001119,630
MA_45d_SO,0.006201,630
MA_5d_SO,0.001090,630
Volume_SPG,0.109052,630
Log_Return_SPG,0.001251,630
SPY_Return_SPG,0.158454,630
Beta_45d_SPG,0.001367,630
Variance_45d_SPG,0.004568,630
MA_45d_SPG,0.002899,630
MA_5d_SPG,0.041596,630
Volume_SPXU,0.000738,630
Beta_45d_SPXU,0.006555,630
Variance_45d_SPXU,0.000288,630
Variance_5d_MA_SPXU,0.089602,630
MA_5d_SPXU,0.000780,630
Adj_Close_SSO,0.000591,630
Beta_45d_SSO,0.000255,630
Variance_45d_SSO,0.617141,630
Variance_45d_MA_SSO,0.006376,630
Close_SWKS,1.287685,630
Volume_SWKS,0.000938,630
